sentence_id_1,sentence_id_2
B0614003p,B0804006p
B0038006p,B0887002p
B0654010p,B0805008p
B0301001sc,S0010811002sc
B1094006p,S0019652008p
B0492003p,S0023443008p
B0662002p,S0018704003p
B0371009p,S0023070005p
B0847003sc,B0921001sc
B0536001sc,S0018597002sc
B0795006p,B1157009p
B0054001sc,B0139002sc
B0210007p,B1090005p
B1104001p,S0018156002p
B0236007p,S0010716004p
B0767003p,S0020901003p
B0286001sc,B0754002sc
B0504007p,B0797003p
B0069007p,S0019110003p
B0306001sc,S0051637001sc
B0315003p,B0989002p
B0082005p,B0540007p
B0149002p,S0022817007p
B0076002sc,S0021001001sc
B0711003p,S0019581002p
B0674001sc,S0018759002sc
B1179004p,S0016839006p
B0527006p,S0017638002p
B1138003p,S0051765002p
B1197003sc,S0017222002sc
B0817001sc,S0019324002sc
B0019001sc,S0020915001sc
B0494005p,S0053171003p
B0537002p,S0024470007p
B0121001sc,S0022648001sc
B0779002sc,S0018375001sc
B0055011p,B0311005p
B0108001sc,B0860002sc
B0540009p,S0052056006p
B0918005p,S0017393005p
B0747002sc,S0053172003sc
B0046001sc,S0977035001sc
B1160005p,S0019926005p
B0570007p,B0938001p
B0359006p,S0051535001p
B0595001sc,S0024410002sc
B0887002p,S0023456002p
B0971002p,S0020981002p
B0261008p,S0022872006p
B0034004p,S0018412006p
B0452003p,B0867004p
B0537002sc,S0021314002sc
B1220006p,S0016963009p
B0296006p,S0051648004p
B0512002sc,B0663003sc
B0141008p,B1047001p
B0331009p,S0022703005p
B0837002p,S0016446001p
B0080004p,S0022837002p
B0269002sc,S0010793001sc
B1220004p,S0017876004p
B0321007p,S0051418002p
B0191001p,B0363007p
B0673003p,B0749002p
B0697010p,S0023180005p
B0539006p,B0917002p
B0366007p,S0023973006p
B0646002sc,S0052287004sc
B0785002p,S0017288004p
B0252001p,B0633003p
B0887003p,B1217004p
B0320009p,S0023945007p
B0283006p,S0018618002p
B0336001sc,S0017883001sc
B1128007p,S0020122008p
B1101001sc,S0023131001sc
B0359001p,B0375010p
B0554003sc,B1179002sc
B1217001p,S0023933003p
B0519002p,S0023625004p
B0697009p,S0052984006p
B0519005p,S0019857003p
B1032001p,B1123004p
B0862004p,S0017307002p
B0996006p,S0020887008p
B0936001p,S0080541002p
B0334008p,B0774002p
B0391010p,S0017766004p
B0265001p,S0017805002p
B1077003p,B1104007p
B0397001sc,S0023937002sc
B0233004p,B0320011p
B0671001p,S0024288004p
B0400001sc,S0022898002sc
B0658005p,S0021006003p
B1174007p,S0051842002p
B0150002p,B0919004p
B0143001p,S0020705002p
B0188003sc,S0021027003sc
B0996002p,S0021121003p
B0794011p,S0020695002p
B0921002sc,S0000892002sc
B0485002p,S0016671007p
B0503010p,S0053519001p
B0779009p,S0023850009p
B1156003p,S0023570005p
B1140003p,S0010927004p
B0290004p,S0053362005p
B1140008p,S0019927006p
B0591003p,S0024465005p
B0200002p,B0823002p
B0518008p,S0024427007p
B0505008p,S0052736002p
B0114003p,S0022731004p
B0146002sc,S0001032001sc
B0423004p,B1200001p
B1139009p,S0000951002p
B0677009p,S0018887008p
B0187004p,S0021142002p
B0931002p,S0018278002p
B0169002sc,S0022969001sc
B0763003sc,S0016421003sc
B0263001p,B0440003p
B0206003sc,B1160001sc
B0190001p,S0010939001p
B0956002p,B0970001p
B0902006p,S0000933007p
B0525007p,S0017595002p
B0466001sc,S0017350002sc
B0527007p,S0020061002p
B0518002sc,S0070468003sc
B0412001sc,B0775001sc
B1125008p,S0018055006p
B0254001sc,B0563001sc
B0709001sc,S0023443003sc
B0216001p,S0019648004p
B0890001p,S0022851003p
B0041010p,S0051742004p
B0057010p,S0052352005p
B1088004p,S0021271005p
B1030002sc,S0010692003sc
B0991004p,S0023261006p
B0429007p,S0020661001p
B0514002p,S0024312001p
B0626002sc,S0024326001sc
B0866001p,S0016592005p
B0551010p,S0051609001p
B0017005p,S0017388009p
B0699008p,S0017366005p
B0021002sc,S0010906003sc
B1203006p,S0017646006p
B0540009p,S0020219003p
B0161002p,S0052025002p
B1146001p,S0022912003p
B0284006p,S0018311005p
B0352002p,S0023321002p
B0125002sc,S0022736004sc
B0881001sc,B0969003sc
B0726009p,B0806006p
B0697004p,B0962002p
B0307004p,B0736004p
B0102006p,B0401007p
B1051004p,S0070475004p
B0483002sc,S0053519001sc
B0872007p,B1218003p
B0617002p,S0022789001p
B0112002sc,S0020526001sc
B0077002p,B1210003p
B0916003sc,S0010771001sc
B0659003p,S0018622002p
B0345006p,S0023990003p
B0977002p,S0010697006p
B0613007p,B1217006p
B0724001sc,B1070001sc
B0645007p,B0769001p
B0081001sc,S0023105001sc
B0746002p,S0023956001p
B0962001sc,S0010908001sc
B0020001p,S0004946005p
B0116002sc,S0052226002sc
B0955003p,S0023854006p
B0600002p,S0017310005p
B0413004p,B0762007p
B0623008p,B0914008p
B1040010p,S0051980004p
B0547011p,S0022805001p
B1196007p,S0020746002p
B0001001sc,S0021256002sc
B0686010p,B0695006p
B0526001sc,S0022948001sc
B0193009p,B0947001p
B0710003sc,B0809003sc
B0538005p,S0022625005p
B0144010p,S0020019008p
B0839004p,S0080009006p
B0773005p,S0022797006p
B0092001p,S0023201008p
B0497003sc,S0023113003sc
B0862002sc,S0023241001sc
B0471005p,S0023469005p
B0179001sc,B0250002sc
B1160003p,S0022722008p
B1051004p,S0019975002p
B0012003sc,S0021105002sc
B0050002sc,B1021001sc
B0719007p,B0781001p
B0730002sc,S0020018002sc
B0795007p,S0020911003p
B0707010p,S0020544003p
B0574002sc,B0601002sc
B0988010p,S0022904006p
B0200001sc,B1079002sc
B0846006p,S0021157005p
B0645004p,S0051675002p
B0775002sc,B1111001sc
B0518005p,S0019626007p
B0823002sc,S0022826001sc
B0904003p,S0016786009p
B0103003p,B1030006p
B0429009p,S0080502003p
B0022002p,S0017658002p
B1191001sc,S0051739001sc
B0291004p,S0024351007p
B0085001sc,S0051839002sc
B0022001sc,S0022666002sc
B0082003p,S0019211002p
B0375012p,S0021006006p
B0317005p,B0456002p
B0523005p,B1100006p
B1020010p,S0022946007p
B1113001sc,S0080541001sc
B0646001sc,B0965001sc
B0202002p,S0019881001p
B1194003p,S0017265004p
B0043008p,S0018428007p
B0247004sc,B0923001sc
B0205006p,B0401006p
B0971004p,S0018597006p
B0649001sc,S0019136001sc
B0314007p,S0023588001p
B0907001sc,B0929002sc
B0785002sc,S0023348001sc
B0161001p,B1153012p
B0271010p,B0402006p
B0863003p,S0017730002p
B0813003p,S0010771008p
B1131001sc,S0017382001sc
B1172004p,S0053530010p
B0654012p,S0018581002p
B0545002p,S0019536005p
B0017001sc,S0023998002sc
B0560005p,S0023524005p
B0574008p,B0774006p
B0889001p,S0022759001p
B1129003p,S0023904001p
B0631001p,B0820004p
B0179001p,B0924001p
B0634002sc,S0017643002sc
B0963006p,S0022646006p
B0314005p,S0018412004p
B0546002sc,S0020920001sc
B1003009p,S0020982002p
B0301008p,S0016409004p
B0306009p,S0024451003p
B0842001p,B1104003p
B0517001p,S0024011009p
B0712009p,S0023921002p
B0817003p,S0018577005p
B0180003p,S0024062006p
B0638001p,S0017481004p
B0315002sc,S0101102001sc
B0216009p,S0017149001p
B0434009p,S0019535001p
B0810004p,S0051700002p
B1052007p,S0022756004p
B0058010p,B0252007p
B1022006p,S0019710006p
B0554003sc,S0020695001sc
B0253007p,B0349012p
B0888007p,S0022605008p
B0758004p,B1024003p
B0036002p,S0023837002p
B0987003p,S0020238008p
B0967004p,S0022963005p
B0040005p,B0678001p
B0952006p,S0017466002p
B0917003p,B0952006p
B0161001sc,S0017202001sc
B0638003p,B0968002p
B0503002p,S0016579005p
B1157005p,S0016906006p
B0111004sc,B0668003sc
B0407001p,S0080541007p
B0046001p,S0022697005p
B0475001sc,S0023870001sc
B0897006p,S0019818007p
B0244003sc,B1152002sc
B0435004sc,S0021124002sc
B0169006p,B0752001p
B0793002p,S0023292004p
B0533001p,B0806008p
B0161003p,B0894005p
B0656004p,S0052567006p
B0440003p,S0024249002p
B0937003sc,B0951001sc
B0472007p,S0022809005p
B1165001sc,S0051933001sc
B0425006p,B1151002p
B0823002p,B1131001p
B0560009p,S0019477001p
B0711003p,S0022894004p
B0286008p,B0663002p
B0524010p,S0017164002p
B0226004p,B0239002p
B0400005p,S0018682005p
B1064005p,S0024092004p
B0364008p,S0052024002p
B0210002sc,S0023807001sc
B0600008p,S0053103009p
B0596003p,B0597003p
B0779002p,S0053169002p
B0023006p,S0019921003p
B0100006p,S0022703001p
B0469003sc,B0638002sc
B0493004p,B0845002p
B0846006p,B0914001p
B0086001sc,S0017863001sc
B0020008p,B0212003p
B0157008p,B0276005p
B0377002p,B0930003p
B1153008p,S0017388007p
B0081002sc,S0052224002sc
B0093007p,S0053524001p
B1190004p,S0023054001p
B1198003p,S0051714006p
B0242008p,B0408006p
B0971006p,S0053482002p
B1084009p,S0022746001p
B1062002p,S0020845007p
B0814009p,S0022778004p
B0785008p,S0024310007p
B0100005p,S0070416005p
B1022002p,S0023746003p
B1203002sc,S0018167002sc
B0175004p,S0023938004p
B0207004p,S0022810003p
B0560005p,B1215004p
B0370006p,S0023935007p
B0662003sc,S0021086002sc
B1127007p,S0017363001p
B0593002sc,S0018237002sc
B1122002sc,S0018697002sc
B0613002sc,B0619002sc
B0345005p,B0800009p
B0574007p,S0053527001p
B0830006p,S0021289003p
B0704002sc,S0051893001sc
B0591001p,S0023989002p
B0454004p,S0052027004p
B0207009p,S0023287005p
B0635001sc,S0020612001sc
B0623004p,B0796004p
B0495004p,B1072009p
B0212004p,S0052140008p
B1111005p,B1149007p
B0936009p,S0023208007p
B1038001p,S0051536005p
B0658001sc,S0024408002sc
B0527006p,S0022864006p
B0717002p,B0767008p
B0269001p,S0051594004p
B0177006p,S0052446007p
B0239003p,B1085002p
B0443002p,B0574010p
B0760003p,S0017654009p
B0150002sc,B0608002sc
B0578007p,S0022583004p
B1134002sc,S0053193001sc
B0656001p,S0021161005p
B0116003sc,S0023507002sc
B0751007p,B0836005p
B0657008p,S0016467003p
B0704002p,S0023161008p
B0008001sc,S0019526002sc
B0831010p,B0999008p
B0870001sc,B1021002sc
B0276004p,S0052112001p
B0109009p,S0016396004p
B0616004p,S0080016002p
B0761001sc,S0022626008sc
B0095001p,S0022703001p
B0129007p,B0591003p
B1209006p,S0023837005p
B0981002p,S0020378006p
B0611002sc,S0020297001sc
B1025003p,S0000908007p
B0370005p,B0654009p
B0815007p,S0023366006p
B0777003p,S0010793004p
B0676006p,S0020364004p
B0191001p,S0019552006p
B0307002p,S0023746001p
B0505001sc,S0053519002sc
B0321004p,B0981004p
B0672011p,B0843005p
B0315001sc,B0454001sc
B1116013p,S0017676001p
B0391009p,S0023352001p
B1187005p,S0016969005p
B0246008p,S0022579005p
B0051001sc,B0672001sc
B0271001sc,S0080545002sc
B0703001p,S0022620004p
B1050007p,S0023507001p
B0595001p,S0018484003p
B0534004p,S0010692011p
B1196009p,S0053566008p
B0515005p,B1106006p
B0598001sc,S0020576001sc
B0732001p,S0080026007p
B0131006p,B0223007p
B0095005sc,S0023019002sc
B0269009p,S0018998007p
B1117003p,S0051826005p
B0402008p,S0016435008p
B0465001sc,S0023532001sc
B0394004p,S0022589002p
B0518002p,S0018453011p
B0084005p,B0381003p
B0823007p,S0019737006p
B0360006p,B0790005p
B0540006p,S0002858003p
B0709005p,B1049001p
B0286004p,B0465001p
B0163004p,B0512005p
B0669002sc,B1136001sc
B0052002sc,S0020969002sc
B0103007p,S0024011001p
B1134004p,S0017440001p
B1212004p,S0023386003p
B0827001sc,S0023060003sc
B0294001sc,B0897002sc
B0231002p,S0023570006p
B0250006p,S0070484007p
B0723009p,S0053530009p
B1201007p,S0053098005p
B0003004p,B1056002p
B0762007p,S0018539004p
B0224007p,S0023173004p
B0116003p,S0023086005p
B0231008p,S0017730002p
B0541001sc,S0023013003sc
B0712001sc,S0010748002sc
B0006007p,B0601002p
B0143005p,S0019983001p
B0281001p,S0051933003p
B0695004p,S0022912007p
B0769007p,S0023351005p
B0620002p,S0019781002p
B0167002p,B0692001p
B0990012p,S0016861001p
B0183001sc,S0051740002sc
B0972002sc,S0001002001sc
B0221003p,B0642007p
B0196002p,S0080551005p
B0732001p,S0052055004p
B0328001p,S0010911004p
B0733004p,S0023293006p
B0287008p,S0023849005p
B0428003p,B0771001p
B0029003p,S0023517006p
B0583002sc,S0019619003sc
B0539002sc,B0934001sc
B0884011p,S0023752006p
B0104002sc,S0023942002sc
B0273006p,S0051638004p
B0111001sc,S0024427003sc
B0572004p,B0647004p
B0718009p,S0019179002p
B0581010p,S0010844004p
B0942005p,S0016499003p
B0036006p,S0022924005p
B0346009p,S0051532008p
B0351002sc,S0017341002sc
B0506001sc,S0022948003sc
B0435003sc,S0010739003sc
B0391001p,B0581010p
B0863001sc,S0018316002sc
B0139004p,B0278001p
B0316007p,S0053505005p
B0224007p,B1054004p
B0482005p,B1084007p
B0936007p,S0051999007p
B0656006p,B0917004p
B1014002sc,S0022919001sc
B0882002sc,S0023268002sc
B0406004p,S0023656004p
B0735006p,S0001012003p
B0775008p,S0022984005p
B0275002sc,S0003933002sc
B0689009p,S0020357003p
B0157002p,B0683006p
B0002004p,S0018771003p
B0991005p,S0019746004p
B0714001p,S0052045006p
B0368010p,B0513002p
B0086006p,S0053562004p
B0458006p,S0023726004p
B0814003p,S0010843008p
B0791005p,B0944005p
B0325004p,S0051878007p
B0137001sc,S0018163002sc
B0792010p,S0020511001p
B0691001p,S0017925002p
B1132002sc,S0024247004sc
B0278007p,S0018772006p
B0717004p,B1098003p
B0266002sc,S0019134003sc
B0593002p,S0070530003p
B0093001sc,B0618002sc
B0335007p,B1134005p
B0552006p,S0010739003p
B1068002p,S0023252006p
B0485003p,B0682010p
B0505006p,S0019612006p
B0747008p,S0020401001p
B0359004p,S0018558001p
B0053002p,B0381003p
B0518001p,B0927003p
B0166004p,B0400001p
B0022009p,S0024342010p
B0260001p,S0017330004p
B0268001sc,S0020366001sc
B0516001p,S0051752007p
B0105006p,S0053122004p
B0338006p,B1099009p
B0265002p,S0051980001p
B1111001sc,S0080553003sc
B0395003p,S0024186005p
B0194009p,B0762004p
B0907009p,S0018922006p
B0674002p,S0000725006p
B0060005p,S0052803005p
B0305007p,S0017392006p
B0643007p,S0023798002p
B0057002p,S0017804002p
B0635008p,B0875006p
B0109009p,B0695004p
B0708001p,S0052114004p
B0582010p,B0653002p
B0193008p,S0018773003p
B0436006p,S0017646002p
B0715003p,B1153012p
B0588004sc,S0024435002sc
B0210006p,S0023567006p
B0457011p,B1145009p
B0595003p,B0769006p
B0275008p,S0018444008p
B0196002p,S0017178003p
B0110001sc,B0616002sc
B0298001p,B0783006p
B0260002p,S0053356001p
B0918006p,S0022907002p
B0794001sc,S0020682003sc
B0511003p,B1147004p
B0434005p,S0018283001p
B0539002sc,S0016571001sc
B0216009p,S0018292002p
B0686005p,S0020746008p
B0282009p,S0017348008p
B0130002p,S0020383007p
B0052001sc,S0022953002sc
B0146007p,S0020264003p
B0677003p,S0070479004p
B0206001p,S0018382008p
B0474005p,B0963004p
B0429002sc,S0020630003sc
B1130002p,S0052789003p
B0725003p,S0023522008p
B0587003p,S0023475002p
B0478004p,B0766005p
B0698002sc,S0018491002sc
B0815004p,B1144005p
B0197013p,B0450001p
B1118001p,S0020532001p
B0293001sc,B0362001sc
B0723008p,S0020452005p
B0240001sc,S0018651002sc
B0350007p,B0972004p
B0578011p,B1190006p
B0799004p,B1168001p
B0104004p,S0023633003p
B0022002sc,S0022734002sc
B0662001p,S0018256006p
B0055010p,B0558002p
B0166002sc,S0023819002sc
B0990004p,B1154006p
B0269003p,S0020915001p
B1002001sc,S0018628001sc
B0956002sc,B1067001sc
B1030003p,S0053466003p
B0853004p,B0873004p
B0771003p,S0070429006p
B0130006p,S0020375003p
B0523003p,B1192001p
B0468002sc,S0017804002sc
B1011003p,B1158005p
B0611001p,S0023261006p
B0216003sc,S0020766003sc
B0581003p,S0020389002p
B0258002p,B0988002p
B0737002sc,S0053164001sc
B0684002p,B1191004p
B0242006p,S0070134003p
B1127002sc,S0019324002sc
B0239001sc,B0316002sc
B0453009p,S0001015009p
B0113003p,S0022705002p
B0745001sc,S0051869002sc
B0297006p,S0023652003p
B0662006p,S0023850006p
B0595001sc,S0023871002sc
B0127006p,B0889003p
B0021001p,B1098002p
B0437002p,S0020427002p
B1029002sc,S0017673002sc
B0214002p,B1024004p
B0037010p,S0020358007p
B0434001sc,B1033001sc
B0041007p,B0997001p
B0815003p,S0022904002p
B0889002p,B1036002p
B0161002p,S0051709001p
B1124001sc,S0018915002sc
B0409002p,S0017752008p
B0773003p,S0022744004p
B0799007p,B0831005p
B0764009p,B0855001p
B0448005p,S0023249003p
B0534003p,S0024185001p
B0248002p,S0051863007p
B0650004p,S0022578009p
B0557008p,S0018642001p
B0381002p,S0023359003p
B0888004p,S0022659005p
B0590001sc,S0020821001sc
B0423006p,B0950004p
B0033002sc,S0051784002sc
B0457003p,S0023665006p
B1128009p,S0023403002p
B0692009p,B1082005p
B0428006p,S0070099001p
B0884003sc,S0023553001sc
B0888006p,S0016414009p
B0063001sc,B0202001sc
B0359001sc,S0019324002sc
B0587006p,S0019746004p
B0040002p,S0070429005p
B0177005p,S0020661007p
B0159002p,S0024095006p
B0628002p,S0017392005p
B0247001sc,S0019324002sc
B0863004p,S0023997003p
B0496009p,S0023501001p
B0499002p,B0954006p
B0726001p,S0020805007p
B0147008p,S0020727006p
B1220004p,S0024415007p
B0883003p,S0018494004p
B1091004p,S0017293002p
B0428007p,S0053484007p
B1052006p,S0022917004p
B0946002p,S0024451009p
B0724001p,S0020274009p
B0467007p,S0023356001p
B0622004p,S0010793006p
B0482004p,S0018666002p
B0663004p,B0702005p
B0252001sc,S0018324002sc
B0051003p,B0507004p
B1175001p,S0020886004p
B0994003p,S0021107009p
B0217004p,S0024348009p
B0231002p,B0619004p
B1128013p,S0018513001p
B1053002p,S0017412007p
B0688004p,S0053524008p
B0837001p,S0052736005p
B0032001sc,S0017143001sc
B0214007p,B0304003p
B0077001sc,S0019144003sc
B0688004p,S0101102007p
B0247003sc,S0052974001sc
B0809002sc,B1197003sc
B0171007p,B0534004p
B0058008p,B0989002p
S0070119005p,B0067002p
S0023013002p,B0297009p
S0023127003p,B0936003p
S0019704002p,B0058010p
S0016393005p,B0289002p
S0022618005p,B1187004p
S0004648002p,B0290006p
S0017164005p,B1076007p
S0000892003p,B0345003p
B0610003p,B0119003p
B0439011p,B0214006p
S0070513004p,B0346001p
S0023567003p,B0970001p
B0961010p,B0948004p
S0021136003p,B1193005p
S0020363004p,B0978006p
S0023389005p,B0355008p
S0016396002p,B0416007p
S0080516006p,B1220007p
S0022782002sc,B0681001sc
S0022629006p,B1058006p
S0051609002sc,B0580002sc
S0019732001sc,B0547001sc
S0018358003p,B0345007p
S0051549003p,B0037007p
S0018986002sc,B0888003sc
S0019527003p,B1185004p
S0023346003p,B1159006p
S0003217001p,B1102008p
B1135005p,B1085007p
S0017767002p,B0688006p
S0023168006p,B0198001p
S0023943003p,B0944003p
S0024324005p,B0787006p
S0053164001sc,B1100001sc
B0528001sc,B0477001sc
B1002006p,B0171002p
S0023307002sc,B0325001sc
S0022919005p,B1194003p
S0070415002p,B0617001p
S0022858008p,B0459008p
S0016681007p,B1179010p
B0253005p,B0181009p
B0886002sc,B0664002sc
S0017805002p,B0703010p
S0018998010p,B0803007p
S0023915005p,B0646006p
S0053578003p,B0868003p
S0020981003sc,B0657001sc
S0017931008p,B0450010p
S0017810007p,B0391001p
S0023819001p,B0808001p
B0426002sc,B0066002sc
S0023616001p,B0374008p
S0053466004p,B0781004p
S0019438001p,B0656005p
S0017145003p,B1091004p
S0020391001sc,B0280001sc
B0358001sc,B0026003sc
S0024352004sc,B0057002sc
S0022722006p,B0034003p
S0020311003p,B0625003p
B0956006p,B0301007p
S0023826009p,B0720001p
S0024349003p,B0670009p
S0010692004p,B0300003p
S0080012003p,B1210004p
S0022603006p,B0032008p
B1089003sc,B0607001sc
B0853002p,B0829009p
S0024288007p,B0675001p
S0052022001sc,B0365002sc
B0860002sc,B0839001sc
S0024326002p,B0294005p
B1153010p,B0240008p
B0303001p,B0153008p
S0021307002p,B0039002p
S0019996001sc,B1051001sc
S0024352004sc,B1131003sc
S0023007005p,B0109009p
B1072006p,B0445002p
S0017840001sc,B0599001sc
B1116007p,B0554007p
B0147001sc,B0143001sc
S0000933009p,B1012005p
S0020814003p,B0565009p
Statement_2,Statement_1
S0018158001sc,B0721001sc
S0024430001p,B1144001p
S0020517001sc,B0790001sc
S0023261004p,B0085002p
S0023692001p,B0249004p
S0017164005p,B0364009p
S0022643003p,B0779001p
S0051754002p,B0980005p
S0022706003p,B0689006p
S0000784004p,B0646010p
S0017442009p,B0276004p
B1048006p,B0623002p
S0020594006p,B0036002p
B0753004p,B0422004p
B0533003sc,B0351003sc
B0623007p,B0559007p
S0017228002p,B0586005p
S0023875002p,B1048008p
S0023940006p,B1063007p
B0834005p,B0032001p
S0017362001p,B0642010p
S0000814002p,B0662005p
B1067001sc,B0639001sc
S0020753001sc,B0278001sc
S0004245002p,B0407003p
S0023827007p,B1035007p
S0080508002p,B1065001p
B0473002p,B0278005p
S0052108002sc,B1046001sc
S0019099002p,B0634007p
S0023591001sc,B0886003sc
S0023222006p,B0747002p
S0017197005p,B0393006p
S0020410003sc,B1093002sc
S0070519001p,B0315010p
B0756011p,B0464005p
S0016500008p,B0452008p
S0023617002p,B1178004p
B0133005p,B0058009p
S0019982001sc,B1039002sc
S0020976004p,B0378006p
S0018391002sc,B0246002sc
S0016999001p,B1082005p
S0024410003sc,B1196001sc
B0874006p,B0869002p
S0018618011p,B0747001p
B1137005p,B1104003p
S0018093002p,B0245008p
S0000746008p,B0533003p
S0024015003p,B0350010p
S0020311002p,B0873005p
B0705008p,B0052003p
S0022578003sc,B0281002sc
B1077001sc,B0372002sc
S0018469003p,B0604003p
B1139001p,B0459003p
S0052987003p,B0335008p
B0155003p,B0047002p
S0051907006p,B0923002p
S0023253004p,B0956003p
B0704003p,B0514001p
S0070535002sc,B0184002sc
B0430001p,B0197009p
S0020514007p,B0756008p
S0052140003p,B0163007p
S0023677010p,B0689006p
S0024408003p,B0979002p
B0728005p,B0042001p
B0445003p,B0292003p
B0675001sc,B0101005sc
S0022601001sc,B0041001sc
B0836006p,B0576005p
S0023048003p,B0675005p
S0020432002p,B0300002p
B0689005p,B0400006p
B0661002p,B0367004p
B1005003p,B0037004p
S0004804002sc,B0850002sc
S0019125001p,B1197004p
S0020240003p,B0253001p
S0016867006p,B0818001p
S0080561002p,B1145004p
S0020383002p,B0105005p
S0019781001sc,B0125002sc
S0052862001p,B0092001p
S0018702004sc,B0190001sc
B1098007p,B0148007p
S0018220001sc,B1096001sc
S0023740008p,B0885007p
S0022784003sc,B0459001sc
B1176002p,B0644007p
B0204007p,B0010005p
S0023470001sc,B0950001sc
S0017964003p,B0544001p
B0066006p,B0041003p
S0018677007p,B0661008p
B0959002p,B0548002p
S0023060003sc,B1205003sc
S0021274001p,B0310007p
B0685009p,B0621001p
B0800011p,B0481001p
S0023014002p,B0786007p
B0412003p,B0058009p
S0019822006p,B0974001p
B1124001p,B0414003p
S0016906005p,B0785005p
S0023329002p,B0309002p
S0020198005p,B0398008p
S0019322002sc,B0556001sc
S0022951006p,B0199008p
S0020915004p,B0640003p
S0017641001p,B1183001p
S0021058004p,B0600006p
S0023495004p,B1058011p
S0023104008p,B1056005p
S0053100002sc,B0768001sc
B0542008p,B0218004p
S0070424004p,B0081003p
S0018546001p,B0767003p
S0080011009p,B0672011p
S0019725002p,B0121007p
S0022889002sc,B1195001sc
S0023802007p,B0103001p
S0018404005p,B0078008p
S0023880006p,B0827006p
S0010799004sc,B1216001sc
S0023215003sc,B0321001sc
S0024352001p,B0136006p
S0018700002sc,B0325002sc
B1021001p,B0185006p
S0016801004p,B0688008p
B1079004p,B0339004p
S0020404002p,B1081003p
B0990002p,B0098006p
S0070556002p,B0773001p
S0024498004p,B0999003p
S0018661001p,B0166011p
S0051989007p,B1083006p
S0022643009p,B0093001p
S0021104004p,B1083001p
S0020202009p,B0488003p
S0080561001p,B0515009p
S0070463002p,B0467002p
B0656001p,B0586004p
S0023184003p,B0047001p
S0019279002p,B0012001p
S0021192001p,B0767006p
S0024348011p,B0030005p
S0022990004p,B0999002p
S0018279003p,B0565010p
S0021023002sc,B0776001sc
S0003279005p,B1024007p
S0020984007p,B0525009p
S0003515002sc,B0351003sc
B0773008p,B0383006p
S0022898001p,B0404001p
S0017642002sc,B0171002sc
S0022778006p,B0791002p
S0020898002sc,B0325004sc
S0019470003sc,B0333001sc
B0913008p,B0068003p
S0070532004p,B0278002p
S0018777006p,B0990011p
B1076006p,B0295003p
S0019536009p,B0089009p
S0020895006p,B0043001p
S0020297008p,B0872007p
S0019911002p,B0632006p
B0805008p,B0654010p
S0020901003p,B0767003p
S0019983002sc,B0475002sc
S0019110003p,B0069007p
S0021004008p,B0796003p
S0017348005p,B1146010p
S0020317002sc,B0077001sc
B0887002p,B0038006p
B0290002sc,B0172001sc
S0018597002sc,B0536001sc
S0024449002p,B0682006p
S0020165006p,B0459010p
B0833009p,B0168003p
S0019936006p,B0111005p
B0921001sc,B0847003sc
S0052301006p,B0151003p
S0024421006p,B0324002p
S0024363002sc,B0499001sc
S0023443008p,B0492003p
S0018156002p,B1104001p
B0989002p,B0315003p
S0070099002sc,B0362002sc
B0143001p,B0141006p
S0019652008p,B1094006p
B1090005p,B0210007p
S0023070005p,B0371009p
S0051982010p,B0275009p
S0019581002p,B0711003p
S0019926005p,B1160005p
B0760002sc,B0568001sc
B0355001p,B0302007p
Statement 2,Statement 1
S0023356003p,B0743001p
S0010811002sc,B0301001sc
S0018704003p,B0662002p
S0016839006p,B1179004p
S0052463001sc,B0544001sc
B0847003sc,B0411002sc
B1157009p,B0795006p
S0018375001sc,B0779002sc
S0010848001sc,B0987001sc
B0938001p,B0570007p
S0016963009p,B1220006p
S0019324002sc,B0817001sc
S0053171003p,B0494005p
S0010793001sc,B0269002sc
S0016446001p,B0837002p
S0017393005p,B0918005p
S0021001001sc,B0076002sc
S0022703005p,B0331009p
S0020970006p,B1017002p
S0020981002p,B0971002p
S0051637001sc,B0306001sc
S0051648004p,B0296006p
S0024410002sc,B0595001sc
S0052984006p,B0697009p
S0019857003p,B0519005p
B0860002sc,B0108001sc
S0022707001sc,B0823003sc
S0018759002sc,B0674001sc
S0023131001sc,B1101001sc
S0022837002p,B0080004p
S0017222002sc,B1197003sc
S0052056006p,B0540009p
S0052287004sc,B0646002sc
B1217004p,B0887003p
B0363007p,B0191001p
S0024470007p,B0537002p
S0080541002p,B0936001p
B0917002p,B0539006p
S0023945007p,B0320009p
S0022817007p,B0149002p
S0023933003p,B1217001p
B0311005p,B0055011p
B1047001p,B0141008p
B0633003p,B0252001p
S0051418002p,B0321007p
S0022648001sc,B0121001sc
S0017638002p,B0527006p
S0023180005p,B0697010p
B0919004p,B0150002p
B0540007p,B0082005p
S0017876004p,B1220004p
B0867004p,B0452003p
S0051535001p,B0359006p
S0023456002p,B0887002p
B0797003p,B0504007p
S0020122008p,B1128007p
S0017883001sc,B0336001sc
S0977035001sc,B0046001sc
S0023625004p,B0519002p
S0023973006p,B0366007p
S0021314002sc,B0537002sc
S0017805002p,B0265001p
S0017307002p,B0862004p
S0017288004p,B0785002p
B0749002p,B0673003p
S0053172003sc,B0747002sc
S0018412006p,B0034004p
S0017766004p,B0391010p
S0020915001sc,B0019001sc
B0139002sc,B0054001sc
S0020705002p,B0143001p
S0021027003sc,B0188003sc
S0021006003p,B0658005p
S0053519001p,B0503010p
